District #,County #,Locale,Labor Force Diff,Employed Diff,Unemployed Level Diff,Unemployed Rate Diff,Median Age 10,Median Age Male 10,Median Age Female 10,# of Households 10,Avg Household Size 10,# of Families 10,Avg Family Size 10,# of Housing Units 10,County Population,CARES ESSER I 20,CRRSA ESSER II 21,ARP ESSER III 21,ESSER-SUPP 22,ESSER-SUPP 23,% County Infected 09/28/20,% County Deaths 09/28/20,% County Infected 10/30/20,% County Deaths 10/30/20,% County Infected 01/29/21,% County Deaths 01/29/21,% County Infected 07/28/2021,% County Deaths 07/28/2021,% County Infected 01/29/2022,% County Deaths 01/29/2022,% County Infected 07/29/2022,% County Deaths 07/29/2022,% County Infected 10/30/2022,% County Deaths 10/30/2022,% On Campus 09/28/20,% On Campus 10/30/20,% On Campus 01/29/21,% White Pop 10,% Black Pop 10,% Asian Pop 10,% Hispanic Pop 10,% Male Pop 10,% Female Pop 10,% Age 0-4 Pop 10,% Age 5-9 Pop 10,% Age 10-14 Pop 10,% Age 15-19 Pop 10,% Age 20-24 Pop 10,% Age 25-34 Pop 10,% Age 35-44 Pop 10,% Age 45-54 Pop 10,% Age 55-64 Pop 10,% Age 65-74 Pop 10,% Age 75-84 Pop 10,% Age 85-Up Pop 10,% HH 1 Male 10,% HH 1 Female 10,% HH Married-Child 10,% HH Married-noChild 10,% HH Male-Child 10,% HH Female-Child 10,% Housing Vacant 10,% Housing Owner Occup 10,% Housing Renter Occup 10,% Total Operational Public Schools Diff 2019-2021,% School-wide Title I Diff 2019-2021,% Title I Eligible School Diff 2019-2021,Teachers:Students Diff 2019-2021,Staff:Students Diff 2019-2021,% Free Lunch Diff 2019-2021,% Reduced-price Lunch Diff 2019-2021,% Asian or Asian/Pacific Islander Students Diff 2019-2021,% Hispanic Students Diff 2019-2021,% Black or African American Students Diff 2019-2021,% White Students Diff 2019-2021,% Grades 1-8 Diff 2019-2021,% Grades 9-12 Diff 2019-2021,% Prek Diff 2019-2021,% K Diff 2019-2021,% ADA Diff 2019-2021,Total Public Schools Diff 2021-2022,Total Students Diff 2021-2022,% Total Operational Public Schools Diff 2021-2022,% School-wide Title I Diff 2021-2022,% Title I Eligible School Diff 2021-2022,Teachers:Students Diff 2021-2022,Staff:Students Diff 2021-2022,% Free Lunch Diff 2021-2022,% Reduced-price Lunch Diff 2021-2022,% Asian or Asian/Pacific Islander Students Diff 2021-2022,% Hispanic Students Diff 2021-2022,% Black or African American Students Diff 2021-2022,% White Students Diff 2021-2022,% Grades 1-8 Diff 2021-2022,% Grades 9-12 Diff 2021-2022,% Prek Diff 2021-2022,% K Diff 2021-2022,% ADA Diff 2021-2022,% Students Tested Math - Grade 3 Diff 2019-2021,% Students Tested Reading - Grade 3 Diff 2019-2021,% Students Tested Math - Grade 4 Diff 2019-2021,% Students Tested Reading - Grade 4 Diff 2019-2021,% Students Tested Math - Grade 5 Diff 2019-2021,% Students Tested Reading - Grade 5 Diff 2019-2021,% Students Tested Math - Grade 6 Diff 2019-2021,% Students Tested Reading - Grade 6 Diff 2019-2021,% Students Tested Math - Grade 7 Diff 2019-2021,% Students Tested Reading - Grade 7 Diff 2019-2021,% Students Tested Math - Grade 8 Diff 2019-2021,% Students Tested Reading - Grade 8 Diff 2019-2021,% Students Tested Math - Grade 3 Diff 2021-2022,% Students Tested Reading - Grade 3 Diff 2021-2022,% Students Tested Math - Grade 4 Diff 2021-2022,% Students Tested Reading - Grade 4 Diff 2021-2022,% Students Tested Math - Grade 5 Diff 2021-2022,% Students Tested Reading - Grade 5 Diff 2021-2022,% Students Tested Math - Grade 6 Diff 2021-2022,% Students Tested Reading - Grade 6 Diff 2021-2022,% Students Tested Math - Grade 7 Diff 2021-2022,% Students Tested Reading - Grade 7 Diff 2021-2022,% Students Tested Math - Grade 8 Diff 2021-2022,% Students Tested Reading - Grade 8 Diff 2021-2022,Label_Math (19-21),Label_Reading (19-21),Label_All (19-21),Label_Math (21-22),Label_Reading (21-22),Label_All (21-22)
130801,48259.0,41-Rural: Fringe,-0.0171634256617356,-0.0057969691436918,-0.3024054982817869,-0.2894736842105262,919.9,892.7,945.0,12617,54.73,9441,63.86,14055,47431.0,159715.0,703681.0,1580879.0,0.0,0.0,0.006915308553477683,0.00021083257784992938,0.008264637051717231,0.0002319158356349223,0.04703674811831924,0.0011806624359596044,0.07474014884779996,0.0015601610760894774,0.15565769222660286,0.002234825325209251,0.18905357255803168,0.002635407223124117,0.19887837068583838,0.002698656996479096,1.0,1.0,1.0,0.9068841664172403,0.004998503442083208,0.006255612092187968,0.20439988027536665,0.487847949715654,0.512152050284346,0.05279856330439988,0.0656090990721341,0.07764142472313679,0.07036815324753068,0.04283148757856929,0.08419634839868304,0.11894642322657886,0.16743489973061956,0.1530380125710865,0.09521101466626758,0.04938641125411553,0.02253816222687818,0.08734247443924863,0.13014187207735595,0.2568756439724182,0.375366568914956,0.0198145359435682,0.05080447015930887,0.10231234436143721,0.6779793667733902,0.21970828886517255,0.0,0.0,0.0,0.23548621190130611,-0.09066947812335245,0.06542056074766366,0.0,0.0,-0.025000000000000022,1.3076923076923075,-0.23170731707317066,0.024390243902439157,-0.04878048780487798,0.0,0.0,0.08700972409621767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09779524121370897,-0.11111111111111108,-0.11111111111111108,1.2000000000000002,1.2000000000000002,0.42857142857142866,0.42857142857142866,1.55,1.55,1.0,1.0,-0.05714285714285716,-0.1428571428571429,0.4999999999999999,0.4999999999999999,-0.6363636363636364,-0.6363636363636364,-0.4,-0.4,0.6666666666666667,0.6666666666666667,-0.75,-0.75,-0.5833333333333333,-0.5833333333333333,1,1,1,-1,-1,-1
10901,48019.0,43-Rural: Remote,-0.0291385548059059,-0.0146741918932786,-0.3215767634854772,-0.2978723404255319,591.2,591.5,590.9,8564,27.78,5912,33.51,11561,23112.0,155932.0,658550.0,1479487.0,0.0,0.0,0.006793007961232261,0.00034614053305642093,0.008134302526825891,0.0003894080996884735,0.041796469366562825,0.0009951540325372102,0.06576670128071997,0.0014278296988577363,0.14139840775354795,0.003028729664243683,0.16978193146417445,0.0033748701973001036,0.17826237452405677,0.003461405330564209,0.967391304347826,0.9750889679715302,0.9691119691119691,0.9279960947034416,0.004783988284110325,0.002782523797900903,0.1667073468391506,0.4965584574078594,0.5034415425921406,0.04505735904320234,0.05096412008786917,0.05975103734439834,0.05916524286062973,0.03622162557969246,0.07664144495972663,0.10768855259946303,0.18345130583353672,0.18022943617280937,0.12379790090309983,0.06014156700024408,0.016890407615328288,0.1341662774404484,0.12645959831854273,0.18122372723026622,0.39198972442783747,0.0203176085941149,0.04717421765530126,0.2592336303087968,0.6191505925092985,0.12161577718190468,0.0,0.0,0.0,0.24397500309909073,0.1404477802012101,0.08451120205898492,0.1865875912408759,0.0,0.06544173168890018,-0.1624087591240876,-0.029586847140528685,-0.02709238278626118,-0.03766112750427082,0.0782783790586459,0.28430656934306553,-0.05145808804718163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009382316559018288,0.05000000000000006,0.05000000000000006,0.054687500000000056,0.054687500000000056,-0.2384615384615385,-0.2384615384615385,-0.27999999999999997,-0.27999999999999997,-0.16194331983805665,-0.16194331983805665,0.142857142857143,0.18518518518518515,0.17647058823529416,0.17647058823529416,0.0,0.0,0.8181818181818183,0.8181818181818183,-0.3125,-0.3125,-0.1111111111111111,-0.1111111111111111,0.0,0.12499999999999997,0,0,0,0,0,0
163908,48325.0,41-Rural: Fringe,-0.0139245144741663,0.0048206710374084,-0.3713235294117647,-0.36,1018.2,996.9,1044.4,15530,72.84,11802,84.17,17991,51584.0,544381.0,2410106.0,5414505.0,0.0,0.0,0.02322425558312655,0.00091113523573201,0.024949596774193547,0.0009305210918114144,0.07139810794044665,0.0015702543424317619,0.09694866625310174,0.0021324441687344915,0.17745812655086848,0.0034700682382133993,0.21208126550868486,0.0038965570719602977,0.22617478287841192,0.004032258064516129,0.5691751560959579,0.6166883963494133,0.7354091946527551,0.8557362083206538,0.02199713080902491,0.006433943398687128,0.4971308090249098,0.5141938008085902,0.4858061991914098,0.06457853323479547,0.07122983958614094,0.07612050602095378,0.07499021866713038,0.06297004738512368,0.11044211624570709,0.1253966873886015,0.15328435421466766,0.12600530365604487,0.07646828674520714,0.04297265574055558,0.015541451115071946,0.09587894397939473,0.10373470701867353,0.2550547327752737,0.3248551191242756,0.03316162266580811,0.08538312942691564,0.13679061753098773,0.6805625034739592,0.18264687899505308,-0.2222222222222222,-0.11111111111111109,-0.11111111111111109,0.03933046357343506,-0.003608524658199804,-0.04325156743372155,-0.2483046267151603,0.2816461765664859,0.031090505729682298,0.23134609114393934,-0.10027497584219941,0.02453425656520914,0.0029675504400856916,-0.27076948157808933,-0.04632116861059224,0.01678764809834755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09566815942930883,-0.09547529868496596,-0.09547529868496596,-0.1021324063505241,-0.09782608695652177,-0.06167162021045861,-0.05269240126510418,-0.046770540062177304,-0.044780499436002326,-0.04327896666849106,-0.04744768576797475,-0.007662240169811896,-0.06085849472713419,0.23696682464454968,0.22985781990521328,0.23261390887290168,0.2224880382775119,0.20674157303370777,0.20449438202247194,0.11482254697286005,0.11458333333333326,0.20915032679738563,0.2166301969365426,0.2834224598930482,0.2297592997811817,0,0,0,0,0,0
43908,48085.0,22-Suburb: Mid-size,-0.0569126316000293,-0.0447809357023,-0.7125125667001778,-0.2790697674418604,17376.2,17107.1,17626.2,283759,1312.52,206793,1512.1,300960,1034730.0,30165.0,127209.0,285786.0,1504256.0,1504257.0,0.013307819431155953,0.0001536632744773999,0.017745692112918345,0.0001981193161501068,0.06945290075671914,0.0006291496332376562,0.09264349153885555,0.000836933306273134,0.18384602746610226,0.001273762237491906,0.2315222328530148,0.0014738144250190871,0.2513418959535338,0.0015124718525605714,0.7388598456559622,0.8222772277227722,0.8514056224899599,0.715846414798662,0.08485685909341323,0.11216592253250181,0.1474472129161069,0.4912985513989424,0.5087014486010576,0.0752216744360835,0.08454497463382336,0.08211253149202202,0.06814675442038702,0.049567899419818214,0.1403416157404508,0.17371836577656036,0.15223796272980708,0.09735396713197954,0.048981198735589725,0.020396476728178632,0.007376578755299799,0.09710352799382575,0.12263223369126618,0.33152428645435034,0.2631000250212328,0.023192215929715005,0.06720139273115566,0.057153774587985116,0.6414241095162148,0.3014221158958001,0.04166666666666666,-0.16666666666666677,-0.4444444444444445,0.035699155704565784,0.007181079210549232,1.0346783625730995,-0.22928849902534118,0.8118480900106013,0.02893958119812708,0.2981600798127736,-0.09853595085003833,0.005790341599478113,-0.040799273243495186,0.25082686223756107,0.047897216237474664,0.0034890156583284866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17282625996742212,0.005090433397793116,0.009367413965443263,-0.030174291938997896,-0.033333333333333395,-0.02500770744895289,-0.014784207886502964,0.3145701357466063,0.011623931623931669,-0.20422294330273358,-0.01138350076872854,-0.05372230631622406,-0.019271113501882643,0.2973856209150326,0.2973856209150326,0.31921824104234525,0.3202614379084967,0.22408026755852825,0.21999999999999978,-0.022222222222222303,0.06969696969696984,0.27187499999999987,0.10315186246418336,0.1656050955414013,0.17417417417417416,0,0,0,-1,-1,-1
96904,48191.0,43-Rural: Remote,-0.0285188592456301,-0.0155642023346303,-0.2542372881355932,-0.2222222222222222,131.0,129.2,133.2,1372,7.220000000000001,901,9.17,1943,2964.0,190554.0,774502.0,1739983.0,0.0,0.0,0.009446693657219974,0.00033738191632928474,0.014844804318488529,0.00033738191632928474,0.12786774628879893,0.004723346828609987,0.16902834008097167,0.004723346828609987,0.30398110661268557,0.006747638326585695,0.391025641025641,0.008097165991902834,0.41632928475033737,0.008097165991902834,0.9351230425055929,0.9815242494226328,0.9153674832962138,0.769161944527289,0.07217417238294065,0.000894721145243066,0.3241872949597375,0.49418431255592005,0.5058156874440799,0.06501640322099612,0.07306889352818371,0.0763495377274083,0.07247241276468834,0.03906949000894721,0.09066507605129735,0.09812108559498957,0.13212048911422605,0.12675216224276767,0.1207873546078139,0.07575305696391291,0.029824038174768863,0.14358600583090378,0.17201166180758018,0.20699708454810495,0.31341107871720114,0.025510204081632654,0.0706997084548105,0.2938754503345342,0.5131240349974266,0.1930005146680391,0.0,0.0,0.0,0.1142799294849141,0.1297365196065575,0.0486513601637756,0.416317316994518,0.10158013544018044,0.022895840051596426,0.23117779843314312,-0.09870716191257961,0.013285544431616543,-0.03611738148984211,0.10158013544018067,-0.07054176072234765,-0.0307078162072779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009542420302454354,-0.04761904761904766,-0.04761904761904766,0.030303030303030346,0.030303030303030346,0.0,0.0,-0.08571428571428574,-0.08571428571428574,-0.05968778696051421,-0.05968778696051421,0.06060606060606055,0.06060606060606055,-0.32258064516129037,-0.32258064516129037,0.0,0.0,0.26086956521739135,0.26086956521739135,-0.28125,-0.28125,0.0,0.0,-0.028571428571428546,-0.028571428571428546,0,0,0,1,0,1
18902,48035.0,43-Rural: Remote,-0.0255071776011389,-0.0137991049229239,-0.2701298701298701,-0.2608695652173912,673.5,650.1,695.8,7254,37.1,5081,44.91,9623,18685.0,136338.0,490800.0,1102623.0,0.0,0.0,0.01734011238961734,0.00042815092320042813,0.022156810275622156,0.0007492641156007493,0.0554990634198555,0.0014985282312014985,0.0944072785656944,0.0020337168852020337,0.19823387744179824,0.003318169654803318,0.23302113995183302,0.0037463205780037465,0.2514316296494514,0.0039603960396039604,0.9507389162561576,0.9641148325358851,0.4132029339853301,0.8989677135954316,0.016253019986821875,0.002251262903580057,0.1606632989237865,0.497089830880738,0.502910169119262,0.05578739292773995,0.06138809576103668,0.0669887985943334,0.06611025697342411,0.0431583571271689,0.09290577641115748,0.11108060619371843,0.14644190643531738,0.1450691851526466,0.12090929057764112,0.060893916099275205,0.029266417746540742,0.12985938792390406,0.13523573200992556,0.20057899090157155,0.3658671078025917,0.02495175075820237,0.062034739454094295,0.24618102462849423,0.5759118777927881,0.17790709757871764,0.0,0.0,0.0,0.010777038087962541,0.004151146733722887,0.04135208397765941,-0.03441295546558705,0.14114832535885163,0.06460788890185559,-0.3958626512806078,0.002700182943991159,0.04209031100478474,-0.03250468067401697,0.027033492822966514,-0.2637752739620311,0.0022516985996736834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05717502653791066,0.09677419354838716,0.09677419354838716,0.023809523809523853,0.023809523809523853,-0.20619282195636882,-0.11919040479760122,0.1369509043927649,0.1369509043927649,-0.2995884773662552,-0.2995884773662552,-0.13682277318640954,0.12614517265680056,0.09999999999999991,0.09999999999999991,0.1923076923076923,0.1923076923076923,0.041666666666666616,0.0,-0.40909090909090917,-0.4545454545454546,0.21621621621621626,0.21621621621621626,0.55,0.08823529411764698,0,0,0,-1,-1,-1
246801,48491.0,12-City: Mid-size,-0.074874914848136,-0.0635998311833678,-0.3462387752097747,-0.3,8771.9,8597.3,8946.5,152606,676.02,111514,776.36,162773,590551.0,15199.0,70994.0,159494.0,491877.0,491877.0,0.014503404447710698,0.00024384007477762292,0.016135778281638674,0.00027093341641958106,0.05954608492746605,0.0006163735223545469,0.0842907725158369,0.0008466669263111908,0.20462923608629907,0.0013445070789821708,0.25377486449095843,0.0015053737949812971,0.2718596700369655,0.0015527871428547238,0.2150854449027696,0.44351961950059454,0.4082486551105798,0.7811861956709465,0.061976109529926965,0.04834164933673071,0.23193487256286685,0.49217491287714793,0.5078250871228521,0.0793297041016942,0.08410637859936264,0.07994955983145602,0.06697990673773715,0.052207467132268225,0.1503434048060112,0.16610714040678623,0.1373761175738563,0.09445229121863163,0.05375947231823677,0.025967696526205467,0.009420860747754205,0.09447859192954405,0.11727586071320918,0.30872311704651195,0.27069708923633407,0.027790519376695542,0.07816206440113757,0.06246121899823681,0.6498866519631634,0.28765212903859977,0.0,0.0,0.0,0.0039590704536974245,0.06269133704199024,-0.1769797859690845,-0.4401223033803295,0.29129400816832945,-0.051617427360590225,0.04867717003567185,-0.13736235330610558,-0.023543804812210266,0.10117538118337846,0.0,-0.04990451482722604,0.010092681634181519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01824138722999324,-0.154286737068194,-0.16099874709146234,-0.19598216296563217,-0.19598216296563217,-0.2296256250844709,-0.21899977163736017,-0.3566433566433567,-0.23129251700680273,-0.5972972972972973,-0.22079785264716775,-0.14140521431727787,-0.23224521519479255,0.19047619047619038,0.19999999999999996,0.26050420168067245,0.26050420168067245,0.30701754385964924,0.29824561403508776,0.28260869565217395,0.32743362831858414,-0.5,0.2743362831858408,0.3955223880597015,0.31192660550458723,-1,0,-1,1,1,1
221904,48441.0,42-Rural: Distant,-0.0174048983845753,-0.0021946891635276,-0.3521754025351147,-0.3255813953488372,4045.5,3889.5,4196.0,50725,286.14,33446,344.95,55750,138034.0,198338.0,920523.0,2068031.0,0.0,0.0,0.01075821898952432,0.0004201863309039802,0.015916368430966284,0.0005795673529710071,0.1029746294391237,0.0024559166582146428,0.11815204949505194,0.0030209948273613747,0.20789080951070027,0.004708984742889433,0.24872857411941984,0.005295796687772578,0.27160699537795036,0.005411710158366779,0.8790820829655781,0.9085923217550275,0.6903881700554528,0.7939485650844829,0.07375328882332365,0.015763539306191354,0.22108496950709472,0.4868827277842836,0.5131172722157163,0.07493194226879382,0.06749501923866591,0.06373853664471583,0.07768466838014995,0.10278618466077594,0.13796328684622755,0.10965279150761181,0.12999406871169375,0.10378994114336988,0.06779918786975499,0.04602071388377717,0.01814365884446337,0.12384425825529817,0.1497486446525382,0.2113947757516018,0.27377033021192704,0.02756037456875308,0.09090192212912765,0.09013452914798206,0.5557668161434978,0.3540986547085202,0.0,0.0,0.0,0.06521492482423769,0.03258274809442244,0.035675107766945116,-0.590316247107496,0.0,-0.02894630661864697,-0.4457611668185962,0.02984770336486747,-0.0435701551294358,0.07304790381823101,0.2253227935073947,-0.09070191431175943,0.008795082693201135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00842013880166752,0.14778221568215272,0.14778221568215272,0.0035896467031929238,0.0035896467031929238,-0.08548026805658966,-0.08548026805658966,-0.019905533063427853,-0.04613590939373741,-0.018292682926829326,-0.03252032520325204,0.017396184062850675,-0.03209876543209884,0.11428571428571435,0.11428571428571435,0.04687500000000002,0.04687500000000002,0.014492753623188354,0.014492753623188354,0.22857142857142856,0.21739130434782614,0.0,0.014705882352941124,-0.08108108108108109,-0.05555555555555555,0,0,0,-1,0,-1
57914,48113.0,21-Suburb: Large,-0.1176865613508221,-0.0469194921845937,-0.9132790974026822,-0.3749999999999999,57470.6,55794.9,58930.2,855960,4695.01,559417,5622.22,943257,2635516.0,9022372.0,36653310.0,82344721.0,0.0,0.0,0.030800420107485592,0.0004507656185733648,0.036198603992538846,0.0005167868455361304,0.09625591345300123,0.0012433997744654179,0.11928290323412949,0.0016019633346942307,0.20516058335445506,0.0022963245148198684,0.23579063834178962,0.002586590254052717,0.25163459451583675,0.0026374341874608235,0.5439255260893374,0.5800020766275569,0.630750825726249,0.5353828470372727,0.22304433988038708,0.050355996839712536,0.3825535578781482,0.49448195397314093,0.505518046026859,0.08143018631929967,0.07749165061679235,0.07322332008382954,0.07144555281594535,0.07245393957027016,0.16259222959463107,0.14483398145125773,0.13423325235554162,0.09447502870397388,0.04929440374910425,0.02762886806897737,0.010897586670377034,0.13035422215991402,0.14985279685966635,0.23408453666059162,0.20201060797233517,0.03255876442824431,0.11004836674610963,0.09254847830442817,0.48315676427527177,0.4242947574203001,0.040816326530612214,0.019999999999999976,0.019999999999999976,0.04674042917591576,0.0691579985581177,-0.005088962882218437,0.044398691040352684,-0.08596365788270278,0.0361348975343123,-0.003541730886418034,-0.14257858310481542,-0.026699784288379196,0.05636326030234643,0.08235285413385307,-0.059531131654989675,0.002949812458868604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02248048663761285,-0.017401427516613326,-0.01445022722079764,-0.02543202408034061,-0.005211295999651284,-0.020965080644781427,-0.013030506386573174,-0.06239281112380304,-0.059777327007824364,-0.13119459094446623,-0.09116174356788143,-0.14064902074709473,-0.030295686797925617,0.0343020485945688,0.050955414012738835,0.02431740614334472,0.026019080659149978,-0.006088280060882724,-0.0054390054390053705,-0.03819683413626977,-0.040480274442538516,0.05921052631578956,0.08102493074792243,0.11712931618144899,0.10403618649965206,0,0,0,0,0,0
101855,48201.0,11-City: Large,-0.0344662433661197,0.3655968344691141,-0.8355619196024342,-0.4,73260.4,71381.2,74996.4,1435155,6133.23,985652,7262.66,1598698,4713325.0,95291.0,428667.0,963036.0,0.0,0.0,0.02999008131202495,0.0005838765627237672,0.03415508160375107,0.0006210053412399951,0.06553802252125622,0.0010124487490253695,0.08785687386293116,0.0014382627974943378,0.20112213776898474,0.0021640773763744276,0.2445191027565466,0.0023573591891074774,0.2589713206706518,0.002408915150132868,0.0,0.42748091603053434,0.5450980392156862,0.5664701833298758,0.18949291856069908,0.06182884177947782,0.40844392087984266,0.4978437169437739,0.5021562830562261,0.08217895402250823,0.07827543293653033,0.07490850855194885,0.07347074216259711,0.07269345887154886,0.1616607521297098,0.14374780541478852,0.13403921700864932,0.09753695760910494,0.04777127883260406,0.024752111139048676,0.00896478132096131,0.1235692311980239,0.12859029164097258,0.2595712658214618,0.21424097048750831,0.03377962659085604,0.10478659099539771,0.10229761968802113,0.5096709947719957,0.3880313855399832,0.0,0.0,0.0,0.09896833697822564,0.04006045919004677,-0.019135410044501026,-0.019871794871794867,-0.4653846153846154,0.03171390013495275,-0.0007189072609632647,-0.4653846153846154,0.0419544740973314,0.0,-0.18400809716599192,-0.02797202797202784,0.013130336471777925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015372319400223319,-0.07177700348432055,-0.07177700348432055,-0.017369727047146403,-0.017369727047146403,-0.232,-0.232,-0.03846153846153845,-0.10256410256410257,0.0,0.0,0.0,0.0,0.33333333333333326,0.33333333333333326,0.5833333333333331,0.5833333333333331,-0.10000000000000009,0.0,0.3333333333333333,0.35714285714285715,0.0,0.0,0.0,0.0,-1,-1,-1,1,1,1
62906,48123.0,42-Rural: Distant,0.0224134268111323,0.0461040410805983,-0.4429824561403508,-0.4583333333333333,725.9,694.7,754.1,7407,41.88,5055,51.28,9176,20160.0,33124.0,122388.0,274954.0,0.0,0.0,0.0494047619047619,0.0,0.05386904761904762,0.0,0.08402777777777778,0.0,0.10168650793650794,0.0,0.3074404761904762,0.0042658730158730155,0.3389384920634921,0.00496031746031746,0.35119047619047616,0.005257936507936508,0.9151515151515152,0.9877300613496932,0.9704142011834319,0.7566303428372394,0.09334726576105887,0.0021893814997263274,0.3235308752550132,0.5198288301736578,0.4801711698263422,0.06180026869682042,0.0600089565606807,0.06269592476489028,0.06204906204906205,0.04567845947156292,0.11135990446335274,0.12479474548440066,0.1534557396626362,0.13519430760810072,0.09036174553415932,0.06393989152609843,0.028660994178235557,0.12393681652490887,0.1589037397056838,0.19049547725124882,0.3156473606048333,0.031051707843931416,0.08437964088024841,0.1927855274629468,0.6046207497820401,0.20259372275501308,0.0,0.0,0.0,0.022751780603075228,0.14971075638293252,-0.07004288339799875,-0.4216867469879517,0.0,0.022375215146299476,-0.4036144578313253,0.01204819277108434,-0.011814247280383584,0.0,-0.021316033364226043,0.09337349397590367,0.02080445303184754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1400063476949933,0.15508021390374327,0.15508021390374327,-0.07142857142857138,-0.07142857142857138,0.2556818181818182,0.2556818181818182,0.050000000000000044,0.050000000000000044,-0.015151515151515239,-0.015151515151515239,0.21874999999999994,0.08333333333333327,0.41666666666666674,0.41666666666666674,-0.41666666666666663,-0.41666666666666663,-0.5882352941176471,-0.5882352941176471,-0.3333333333333334,-0.3333333333333334,0.7000000000000001,0.7000000000000001,0.0,0.0,1,0,0,1,1,1
197902,48393.0,43-Rural: Remote,0.0325814536340852,0.0471204188481675,-0.2941176470588235,-0.3255813953488372,41.3,41.3,41.3,359,2.59,281,2.89,439,854.0,12411.0,64371.0,144616.0,0.0,0.0,0.01053864168618267,0.0,0.01639344262295082,0.0,0.06206088992974239,0.00117096018735363,0.07728337236533958,0.00117096018735363,0.18266978922716628,0.00117096018735363,0.21194379391100704,0.00234192037470726,0.2189695550351288,0.00234192037470726,0.9728260869565217,0.9285714285714286,0.995,0.93756727664155,0.001076426264800861,0.002152852529601722,0.07965554359526372,0.5048439181916039,0.4951560818083961,0.07857911733046287,0.06350914962325081,0.08180839612486544,0.04736275565123789,0.04736275565123789,0.12271259418729817,0.1108719052744887,0.14854682454251883,0.13885898815931108,0.10333692142088267,0.04520990312163617,0.011840688912809472,0.07799442896935933,0.09749303621169916,0.28690807799442897,0.4233983286908078,0.013927576601671309,0.03899721448467967,0.18223234624145787,0.6400911161731208,0.1776765375854214,0.0,0.0,0.0,0.11750961971782145,0.2347624121031322,0.25677655677655686,0.22517482517482532,0.0,0.12307692307692307,0.0,-0.03907856849033324,-0.047086247086247104,0.03533653846153845,-0.049704142011834256,0.4600000000000001,0.02250513053573467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02617071578635565,0.16666666666666674,0.16666666666666674,-0.06666666666666665,-0.06666666666666665,0.13076923076923078,0.19028340080971654,0.11111111111111116,0.11111111111111116,0.10833333333333342,0.10833333333333342,0.16666666666666674,0.0,-0.1428571428571429,-0.1428571428571429,0.07142857142857141,0.07142857142857141,0.07142857142857138,0.07142857142857138,0.5,0.5,-0.31578947368421056,-0.31578947368421056,-0.33333333333333337,0.0,1,-1,0,0,1,0
