District #,County #,Locale,Labor Force Diff,Employed Diff,Unemployed Level Diff,Unemployed Rate Diff,Median Age 10,Median Age Male 10,Median Age Female 10,# of Households 10,Avg Household Size 10,# of Families 10,Avg Family Size 10,# of Housing Units 10,County Population,CARES ESSER I 20,CRRSA ESSER II 21,ARP ESSER III 21,ESSER-SUPP 22,ESSER-SUPP 23,% County Infected 09/28/20,% County Deaths 09/28/20,% County Infected 10/30/20,% County Deaths 10/30/20,% County Infected 01/29/21,% County Deaths 01/29/21,% County Infected 07/28/2021,% County Deaths 07/28/2021,% County Infected 01/29/2022,% County Deaths 01/29/2022,% County Infected 07/29/2022,% County Deaths 07/29/2022,% County Infected 10/30/2022,% County Deaths 10/30/2022,% On Campus 09/28/20,% On Campus 10/30/20,% On Campus 01/29/21,% White Pop 10,% Black Pop 10,% Asian Pop 10,% Hispanic Pop 10,% Male Pop 10,% Female Pop 10,% Age 0-4 Pop 10,% Age 5-9 Pop 10,% Age 10-14 Pop 10,% Age 15-19 Pop 10,% Age 20-24 Pop 10,% Age 25-34 Pop 10,% Age 35-44 Pop 10,% Age 45-54 Pop 10,% Age 55-64 Pop 10,% Age 65-74 Pop 10,% Age 75-84 Pop 10,% Age 85-Up Pop 10,% HH 1 Male 10,% HH 1 Female 10,% HH Married-Child 10,% HH Married-noChild 10,% HH Male-Child 10,% HH Female-Child 10,% Housing Vacant 10,% Housing Owner Occup 10,% Housing Renter Occup 10,% Total Operational Public Schools Diff 2019-2021,% School-wide Title I Diff 2019-2021,% Title I Eligible School Diff 2019-2021,Teachers:Students Diff 2019-2021,Staff:Students Diff 2019-2021,% Free Lunch Diff 2019-2021,% Reduced-price Lunch Diff 2019-2021,% Asian or Asian/Pacific Islander Students Diff 2019-2021,% Hispanic Students Diff 2019-2021,% Black or African American Students Diff 2019-2021,% White Students Diff 2019-2021,% Grades 1-8 Diff 2019-2021,% Grades 9-12 Diff 2019-2021,% Prek Diff 2019-2021,% K Diff 2019-2021,% ADA Diff 2019-2021,Total Public Schools Diff 2021-2022,Total Students Diff 2021-2022,% Total Operational Public Schools Diff 2021-2022,% School-wide Title I Diff 2021-2022,% Title I Eligible School Diff 2021-2022,Teachers:Students Diff 2021-2022,Staff:Students Diff 2021-2022,% Free Lunch Diff 2021-2022,% Reduced-price Lunch Diff 2021-2022,% Asian or Asian/Pacific Islander Students Diff 2021-2022,% Hispanic Students Diff 2021-2022,% Black or African American Students Diff 2021-2022,% White Students Diff 2021-2022,% Grades 1-8 Diff 2021-2022,% Grades 9-12 Diff 2021-2022,% Prek Diff 2021-2022,% K Diff 2021-2022,% ADA Diff 2021-2022,% Students Tested Math - Grade 3 Diff 2019-2021,% Students Tested Reading - Grade 3 Diff 2019-2021,% Students Tested Math - Grade 4 Diff 2019-2021,% Students Tested Reading - Grade 4 Diff 2019-2021,% Students Tested Math - Grade 5 Diff 2019-2021,% Students Tested Reading - Grade 5 Diff 2019-2021,% Students Tested Math - Grade 6 Diff 2019-2021,% Students Tested Reading - Grade 6 Diff 2019-2021,% Students Tested Math - Grade 7 Diff 2019-2021,% Students Tested Reading - Grade 7 Diff 2019-2021,% Students Tested Math - Grade 8 Diff 2019-2021,% Students Tested Reading - Grade 8 Diff 2019-2021,% Students Tested Math - Grade 3 Diff 2021-2022,% Students Tested Reading - Grade 3 Diff 2021-2022,% Students Tested Math - Grade 4 Diff 2021-2022,% Students Tested Reading - Grade 4 Diff 2021-2022,% Students Tested Math - Grade 5 Diff 2021-2022,% Students Tested Reading - Grade 5 Diff 2021-2022,% Students Tested Math - Grade 6 Diff 2021-2022,% Students Tested Reading - Grade 6 Diff 2021-2022,% Students Tested Math - Grade 7 Diff 2021-2022,% Students Tested Reading - Grade 7 Diff 2021-2022,% Students Tested Math - Grade 8 Diff 2021-2022,% Students Tested Reading - Grade 8 Diff 2021-2022,Label_Math (19-21),Label_Reading (19-21),Label_All (19-21),Label_Math (21-22),Label_Reading (21-22),Label_All (21-22)
36903,48071.0,32-Town: Distant,-0.0486920361684638,-0.0095428902831233,-0.4819136522753792,-0.4578313253012048,690.3,682.7,698.3,11952,50.7,9547,57.61,13291,43837.0,113787.0,384367.0,863513.0,153468.0,153468.0,0.02986062002418049,0.0001824942400255492,0.035837306385017226,0.0002281178000319365,0.08488263339188357,0.00047904738006706665,0.1271300499577982,0.0007071651800990031,0.22193580765107102,0.0014599539202043935,0.2593471268563086,0.0015968246002235555,0.27282888883819606,0.001619636380226749,0.6933333333333334,0.8391562294001318,0.9473684210526315,0.7859015272395714,0.08183268748575336,0.009659220423979941,0.1890528835194894,0.5032197401413266,0.49678025985867336,0.06946660588101208,0.07841349441531799,0.08542284020971051,0.08052199680875313,0.05054707089126966,0.12163779348073854,0.1502165488944609,0.15064394802826533,0.11927285160702074,0.0571005242762708,0.027638477319352633,0.009117848187827673,0.08877175368139223,0.0783132530120482,0.3373493975903614,0.30982262382864795,0.031208165997322623,0.07103413654618473,0.1007448649462042,0.7666842224061395,0.1325709126476563,0.0,0.0,0.0,0.08511553321579943,0.08044257301648784,-0.003681245858184309,-0.1881145559077965,0.0013253810470509754,0.054967812174571626,-0.01593884966065687,-0.05949586432025135,-0.015271172229972003,0.00826297029218075,0.28169648774022527,-0.1110682841725159,-0.03104445722218657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03369882966255932,-0.02385321100917427,-0.02385321100917427,0.04370314842578727,0.04370314842578727,-0.11417509481668775,-0.13171618204804053,-0.008928571428571406,-0.008928571428571406,-0.06956521739130439,-0.07826086956521738,-0.038090030982321776,-0.0258054664834326,0.051020408163265245,0.051020408163265245,-0.03361344537815132,-0.03361344537815132,0.2475247524752475,0.27272727272727276,-0.06422018348623854,-0.06422018348623854,0.01869158878504674,0.028301886792452786,0.021978021978021917,0.045454545454545456,1,1,1,-1,-1,-1
220811,48439.0,11-City: Large,-0.3301854670725845,-0.2441765328713062,-0.9060720411663808,-0.3773584905660377,41290.5,40159.7,42328.7,657134,3255.36,455033,3848.8,714803,2102515.0,106973.0,385092.0,865142.0,0.0,0.0,0.021807692216226755,0.0003619474771880343,0.028381248171832307,0.000429961260680661,0.10159784829121314,0.0011557586985110689,0.1289255962502051,0.0015219867634713663,0.24473880091224082,0.0022425523718023416,0.2761012406570227,0.0025255467856352986,0.29289731583365636,0.0025740601137209484,0.49029126213592233,0.5803108808290155,0.6445497630331753,0.6663943297914798,0.14868874769628432,0.046743731737490836,0.26698060954078257,0.4904468351617493,0.5095531648382506,0.07899188185517796,0.07977019779617188,0.07665195900132336,0.07233860723457934,0.06808993086918212,0.1473438310169958,0.1456921207672161,0.14258493759652943,0.09932593859485228,0.05074807880891127,0.02770152468112816,0.010760991777932312,0.11543155581662187,0.13346592932339524,0.26471008957077247,0.23707036920932412,0.031392379636421185,0.09697413312962044,0.08067817286720956,0.5719394014854442,0.34738242564734617,0.0,0.0,0.0,0.010713420835956779,0.09334207459207468,0.5198051948051949,-0.886951871657754,-0.7254545454545455,0.009013209013209114,-0.047495361781076065,0.3103305785123968,0.039944903581267115,0.0,-0.21558441558441563,0.0867424242424242,0.06981032068368298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13109715423375704,0.0474137931034483,0.0474137931034483,0.08620689655172424,0.08620689655172424,0.01962809917355374,0.01962809917355374,0.0,0.0,0.0,0.0,0.0,0.0,0.03703703703703711,0.03703703703703711,-0.25000000000000006,-0.25000000000000006,-0.19047619047619052,-0.19047619047619052,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,1,1,1
67903,48133.0,33-Town: Remote,0.1232802070562593,0.1523561723041341,-0.3522458628841607,-0.4310344827586207,802.3,768.3,833.3,7465,44.92,4907,55.77,10258,18360.0,273127.0,1221509.0,2744223.0,0.0,0.0,0.009313725490196078,0.00021786492374727668,0.014161220043572984,0.00043572984749455336,0.05822440087145969,0.0017973856209150326,0.07549019607843137,0.0027233115468409588,0.144880174291939,0.00528322440087146,0.16127450980392158,0.006209150326797385,0.17434640522875816,0.006372549019607843,0.8748796920115496,0.9468283582089553,0.9408960915157293,0.8985093903029651,0.018027229187967498,0.003336382715385029,0.14384114513264812,0.48813431631060644,0.5118656836893936,0.05994726362804714,0.06129257923908949,0.06269170747457353,0.08351719313350912,0.056933756659312273,0.10364311467470269,0.09627078512619061,0.14351826938599796,0.13367055911316794,0.10676424689232093,0.06538233869665823,0.02636818597643007,0.12819825853985264,0.1707970529135968,0.1871399866041527,0.3170797052913597,0.025318151373074346,0.07314132618888144,0.27227529732891403,0.5383115617079353,0.1894131409631507,0.0,0.0,0.0,0.09370682194318346,0.10239263764439699,-0.04580349939491721,-0.0034879948085657854,-0.4710820895522388,0.03339736958770506,0.26940298507462684,-0.007528561480115243,0.014029736287885836,-0.013679840235442572,0.03709394205443383,-0.08135310290652002,-0.0010292915414905552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0213833071327919,-0.012345679012345668,-0.012345679012345668,0.0264935064935066,0.0264935064935066,-0.04255319148936165,-0.05319148936170215,0.05982067806108157,0.011093290564020352,-0.05346736596736593,0.059523809523809555,-0.010356731875719241,-0.045454545454545414,0.03333333333333343,0.03333333333333343,-0.25641025641025644,-0.25641025641025644,-0.17777777777777778,-0.1685393258426966,0.04705882352941185,0.04705882352941185,0.2054794520547945,0.1282051282051282,-0.16279069767441856,-0.08333333333333337,0,0,0,-1,0,-1
68901,48135.0,12-City: Mid-size,0.0839926962872793,0.1507261298363498,-0.6522193991929458,-0.6746987951807228,3565.4,3444.6,3688.3,48688,302.47,34588,359.43,53027,166223.0,5623412.0,24897830.0,55935054.0,0.0,0.0,0.01873386956077077,0.00054745733141623,0.02376325779224295,0.0006557455947732865,0.0810176690349711,0.0018830125794865934,0.10967194672217442,0.002322181647545767,0.2148619625442929,0.003669768924878025,0.23761452987853665,0.004271370387972783,0.2508678101105142,0.004349578578175102,0.495198989260897,0.5701595245542697,0.6315722266560255,0.7631663385109021,0.04478232334281339,0.007875738350470356,0.5274629913221031,0.49359002406475605,0.506409975935244,0.08805513016845329,0.08208269525267994,0.07551957996062131,0.07714577408298695,0.07958871144169766,0.14376139429738205,0.11955808357033472,0.13272806825639905,0.09980310654123824,0.0558156493837964,0.0352074673667323,0.010734339677678116,0.12497946105816628,0.11998849819257312,0.25716809069996716,0.2395867564903056,0.03857213276372001,0.11121837002957607,0.08182623946291512,0.6213815603371867,0.29679220019989816,0.0,0.05714285714285723,0.08571428571428578,0.06320777611530433,0.09412484372595142,0.0077996670660937075,-0.3050573311832526,0.11117313071123176,0.022735778377876468,0.007272705094291696,-0.11273934344943325,-0.0010996726755852497,0.050371496684236385,-0.1983422174741732,-0.03009595145112032,-0.0008207184104357692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044583920292513076,-0.03371001645064303,-0.04102480490491284,-0.03461206713805468,-0.02988865847254741,-0.011965461450870046,-0.007520924201343925,-0.025646693518051624,-0.031593056926200486,-0.024100212415381333,-0.029583510931945552,-0.14760776435641865,-0.0500984983842036,0.023148148148148067,0.025879917184265123,0.08088235294117647,0.05528134254689048,-0.05183199285075959,-0.05710431654676256,-0.06547619047619045,-0.060554371002132165,0.05444250871080142,0.05895196506550214,0.060355029585798865,0.0213600697471665,0,0,0,1,0,1
48901,48095.0,43-Rural: Remote,-0.0822222222222222,-0.0719257540603248,-0.3157894736842105,-0.2619047619047619,130.9,131.4,141.1,1041,7.2,744,8.54,1637,2726.0,49818.0,197024.0,442630.0,0.0,0.0,0.04768892149669846,0.0007336757153338225,0.05282465150403522,0.0007336757153338225,0.09684519442406456,0.0022010271460014674,0.18892149669845928,0.003301540719002201,0.3650036683785767,0.003668378576669112,0.4314013206162876,0.004035216434336023,0.4699192956713133,0.004402054292002935,0.8577586206896551,0.9012875536480687,0.8296943231441049,0.8693418155126009,0.018840225103988254,0.0034254954734524103,0.5316858331294348,0.6833863469537558,0.31661365304624417,0.03939319794470272,0.03963787619280646,0.040861267433325174,0.03939319794470272,0.048446293124541226,0.17078541717641302,0.1977000244678248,0.16368974798140445,0.12307315879618302,0.08294592610716907,0.038659163200391485,0.015414729630535846,0.14985590778097982,0.11527377521613832,0.17963496637848222,0.38904899135446686,0.024015369836695485,0.07108549471661864,0.36408063530849116,0.48014660965180206,0.15577275503970678,-0.25,-0.5,-0.5,-0.029298951845663116,-0.005698935763386992,-0.10693929894556851,0.14846743295019144,-0.06034482758620696,-0.020359501100513645,-0.06034482758620696,0.03229723166585726,-0.1890647142182333,0.26853448275862063,-0.06034482758620696,1.1612068965517242,-0.017132324999979343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0257788503729706,0.009615384615384581,0.009615384615384581,0.14871794871794866,0.14871794871794866,0.27777777777777796,0.27777777777777796,-0.12802768166089967,-0.12802768166089967,0.15789473684210534,0.15789473684210534,0.3269230769230769,-0.07115384615384614,-0.4666666666666667,-0.4666666666666667,-0.062499999999999986,-0.062499999999999986,0.21428571428571427,0.21428571428571427,0.07142857142857145,0.07142857142857145,-0.28571428571428575,-0.28571428571428575,-0.21739130434782608,-0.21739130434782608,0,0,0,1,1,1
234903,48467.0,42-Rural: Distant,-0.0359596713965646,-0.0211640211640211,-0.3343873517786561,-0.2978723404255319,1546.1,1494.7,1593.2,20047,95.8,14605,112.75,22817,56590.0,104297.0,495160.0,1112419.0,0.0,0.0,0.01035518642869765,0.0003887612652412087,0.01261707015373741,0.0004947870648524474,0.06145962184131472,0.0018024385933910585,0.08368969782647111,0.002297225658243506,0.17190316310302173,0.004382399717264535,0.19600636154797668,0.005018554514931967,0.20240325145785473,0.005142251281145079,0.9601259181532005,0.9386694386694386,0.9727463312368972,0.9088038950911961,0.027140112972859887,0.003252248996747751,0.0921850929078149,0.4918883965081116,0.5081116034918884,0.05983377394016623,0.06529222693470778,0.07095988892904011,0.06960953993039046,0.04788984195211016,0.10274063789725936,0.11936324388063675,0.14713098385286902,0.13750736986249262,0.10365354989634645,0.056448391943551605,0.01957055098042945,0.10250910360652467,0.13303736219883275,0.23110689878784857,0.34538833740709335,0.028732478675113485,0.06335112485658702,0.12140070999693212,0.6870754262172941,0.19152386378577377,0.0,0.0,0.0,0.05904307339781118,0.08776298560335997,0.05234071608415484,-0.010935215207578359,0.031152647975077854,0.06640572995713183,-0.054776739356178786,-0.004580364578513994,-0.019964320898900257,0.07975917010184926,-0.20865029341447525,-0.04466739967014858,-0.010244643610914273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0868768706780884,0.016393442622950838,0.016393442622950838,-0.11386965862974448,-0.11386965862974448,-0.052467532467532434,-0.052467532467532434,0.027216856892010557,0.027216856892010557,-0.08997605200136845,-0.10921125206839497,0.03383458646616533,-0.04174228675136123,0.12903225806451604,0.12903225806451604,-0.01562499999999998,-0.01562499999999998,0.09722222222222215,0.09722222222222215,0.15384615384615388,0.15384615384615388,0.0,-0.014705882352941266,0.0,0.08333333333333348,0,-1,0,0,-1,-1
120901,48239.0,32-Town: Distant,0.0467079347214406,0.0688684834123222,-0.3735955056179775,-0.4,438.7,426.5,452.3,5284,28.92,3787,34.19,6590,14760.0,280244.0,1180895.0,2652980.0,0.0,0.0,0.04105691056910569,0.001084010840108401,0.044444444444444446,0.001084010840108401,0.0997289972899729,0.001829268292682927,0.1298780487804878,0.002100271002710027,0.20934959349593496,0.0037262872628726286,0.23462059620596207,0.003997289972899729,0.2518970189701897,0.004132791327913279,0.9080536912751678,0.9973118279569892,0.9728445349626612,0.813214920071048,0.07019538188277087,0.003552397868561279,0.28980461811722913,0.4935701598579041,0.5064298401420959,0.07317939609236235,0.06898756660746004,0.0711190053285968,0.06813499111900533,0.05200710479573712,0.11651865008880995,0.11140319715808171,0.1455772646536412,0.12873889875666075,0.08788632326820604,0.055630550621669626,0.020817051509769095,0.10881907645722937,0.13701741105223317,0.232778198334595,0.3241862225586677,0.02668433005299016,0.07267221801665405,0.19817905918057663,0.592412746585736,0.2094081942336874,0.0,0.0,0.0,0.0869576993440877,0.08769913465529347,-0.06306477037507134,-0.35103880726979253,-0.09874657887430088,-0.022416160126517714,-0.09859929117678082,0.04057812870186441,-0.0076361697243250625,0.044269085545629645,-0.16197363219940944,0.02020601297463203,0.04230362917256566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005906995482759816,0.043666666666666645,0.033333333333333305,0.019202898550724674,0.019202898550724674,-0.013986013986014005,0.007142857142857153,-0.10280373831775697,-0.10280373831775697,0.035940803382663825,0.01744186046511628,-0.05223438887244749,-0.059816513761467814,0.0,0.010000000000000009,0.020618556701030855,0.020618556701030855,-0.18487394957983194,-0.18487394957983194,0.30208333333333326,0.30208333333333326,-0.24603174603174602,-0.24,0.26666666666666666,0.26666666666666666,1,1,1,0,0,0
57833,48113.0,21-Suburb: Large,-0.1176865613508221,-0.0469194921845937,-0.9132790974026822,-0.3749999999999999,57470.6,55794.9,58930.2,855960,4695.01,559417,5622.22,943257,2635516.0,83905.0,341377.0,766932.0,0.0,0.0,0.030800420107485592,0.0004507656185733648,0.036198603992538846,0.0005167868455361304,0.09625591345300123,0.0012433997744654179,0.11928290323412949,0.0016019633346942307,0.20516058335445506,0.0022963245148198684,0.23579063834178962,0.002586590254052717,0.25163459451583675,0.0026374341874608235,0.7016574585635359,0.7329650092081031,0.7738317757009345,0.5353828470372727,0.22304433988038708,0.050355996839712536,0.3825535578781482,0.49448195397314093,0.505518046026859,0.08143018631929967,0.07749165061679235,0.07322332008382954,0.07144555281594535,0.07245393957027016,0.16259222959463107,0.14483398145125773,0.13423325235554162,0.09447502870397388,0.04929440374910425,0.02762886806897737,0.010897586670377034,0.13035422215991402,0.14985279685966635,0.23408453666059162,0.20201060797233517,0.03255876442824431,0.11004836674610963,0.09254847830442817,0.48315676427527177,0.4242947574203001,0.0,0.0,0.0,0.12447425350028549,0.05288321088036166,0.029604920254352057,-0.6173521587886229,0.18342541436464074,-0.008263981164184,0.12227469850888138,-0.06310117959566507,-0.07146079714807667,0.0,1.2463167587476982,0.1384563870751716,0.09629347655944544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2539797473279225,0.05660377358490565,0.09242085065558045,-0.04658525554047942,-0.031207598371777487,-0.055057618437900226,-0.055057618437900226,-0.15714285714285717,-0.15714285714285717,0.004728132387706887,0.004728132387706887,0.12737799834574026,0.12737799834574026,0.14285714285714282,0.14285714285714282,-0.32258064516129037,-0.33333333333333337,0.09756097560975613,0.09756097560975613,-0.1388888888888889,-0.1388888888888889,-0.5882352941176471,-0.5882352941176471,-0.27586206896551724,-0.27586206896551724,-1,-1,-1,-1,0,-1
241903,48481.0,32-Town: Distant,0.0136837121212121,0.0386160490107462,-0.3980099502487562,-0.4035087719298246,1308.2,1255.1,1360.4,15132,94.88,10820,113.17,17127,41556.0,825491.0,3655533.0,8212461.0,0.0,0.0,0.03282317836172875,0.0013716430840311868,0.034676099720858604,0.0014678987390509192,0.08056598325151602,0.002358263547983444,0.10525555876407738,0.0029357974781018385,0.1915487534892675,0.004764654923476754,0.24545192030031765,0.005269997112330349,0.262946385600154,0.005414380594859948,0.693579498484431,0.8582342954159593,0.9214388489208634,0.7217296511627908,0.1409156976744186,0.003875968992248062,0.37415213178294576,0.4915455426356589,0.5084544573643411,0.07281976744186046,0.07640503875968992,0.07306201550387596,0.07277131782945737,0.05978682170542635,0.12160852713178294,0.11518895348837209,0.14222383720930232,0.12032461240310077,0.07570251937984496,0.04932170542635659,0.020784883720930233,0.10785091197462332,0.13785355537932859,0.23632038065027755,0.27973830293417923,0.029936558287073752,0.0978720592122654,0.11648274654055,0.6015647807555322,0.28195247270391777,0.0,0.0,0.0,0.028129068806481743,0.053010184411361225,0.04655968971614364,0.05359544453028874,0.5645892351274788,0.009512083717462042,-0.11480897327922833,0.010244135340739037,-0.013109041738201864,0.056016750831383216,-0.07348346970104618,-0.08581272490620946,-0.006995626952624958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03188546120666764,-0.035288507391511674,-0.04001748529645526,0.0025381526104418153,-0.001456023296372707,-0.06458492747016585,-0.06458492747016585,-0.0782743405673818,-0.07431843644964521,-0.03918033772008896,-0.035109067964665605,-0.0965208656743676,-0.08793383756273408,0.22058823529411759,0.22660098522167482,-0.125,-0.125,0.1157407407407406,0.1157407407407406,-0.047210300429184573,-0.055555555555555525,0.029661016949152595,0.021097046413502147,0.061855670103092876,-0.0395256916996048,0,1,1,0,0,0
71902,48141.0,11-City: Large,-0.0156331164815593,0.0097141734891587,-0.8373876255949233,-0.3870967741935484,17387.7,16311.4,18285.0,256557,1565.75,196625,1803.08,270307,839238.0,19977158.0,84894928.0,190723543.0,0.0,0.0,0.02848417254700097,0.0006779959916019055,0.05606514480993473,0.0010295053369842643,0.1342312907661474,0.0027942014065140044,0.16424899730469783,0.003300613175285199,0.2269511151782927,0.0040417616933456305,0.06246261489589366,0.0007018271336617265,0.06409623968409438,0.0007054018049706996,0.0,0.00035499457647174834,0.2189933259176863,0.8205776078596435,0.031054884362272012,0.010346632161239598,0.8220027053120789,0.48445319847573276,0.5155468015242672,0.08071097499896958,0.08255823103065396,0.08478393099580714,0.08674734308627897,0.07766968464254534,0.13328220801426846,0.13087665350647665,0.12721961113949093,0.09345566772872439,0.05524906731680753,0.03562618732100414,0.011820440218972906,0.09403368452234787,0.10434328433837314,0.2937086105621753,0.2141512412446357,0.032281325397475025,0.13871771185350623,0.050868087026973034,0.5981902059510112,0.3509417070220157,-0.048716260697827536,-0.019696250593260526,-0.0309641097818437,0.08221002775433775,0.11707311157181939,0.020471182627500674,-0.43912919038567755,0.047060156988225924,0.009026021417307024,-0.04324286181443697,-0.08968738828246137,-0.0013816461095189493,0.0886824273475817,-0.3934848180313155,-0.09188250862565062,0.010045142817901875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02554996125396934,-0.35594742470878843,-0.3541656864199402,-0.37005349402099885,-0.3606070723420633,-0.42105067399456525,-0.42120440443474416,-0.45000210309270966,-0.44608430985446595,-0.48097094394578915,-0.480457416714729,-0.47184099554054604,-0.47451973763457567,0.5090811965811965,0.5240174672489083,0.5620596205962061,0.5772853185595569,0.5316062176165802,0.5432819968135951,0.7841095890410956,0.7758433079434166,0.828370330265295,0.8334228909188608,0.8526466380543634,0.8226130653266331,-1,-1,-1,1,1,1
71810,48141.0,11-City: Large,-0.0156331164815593,0.0097141734891587,-0.8373876255949233,-0.3870967741935484,17387.7,16311.4,18285.0,256557,1565.75,196625,1803.08,270307,839238.0,82975.0,397900.0,893915.0,0.0,0.0,0.02848417254700097,0.0006779959916019055,0.05606514480993473,0.0010295053369842643,0.1342312907661474,0.0027942014065140044,0.16424899730469783,0.003300613175285199,0.2269511151782927,0.0040417616933456305,0.06246261489589366,0.0007018271336617265,0.06409623968409438,0.0007054018049706996,0.0,0.0,0.0,0.8205776078596435,0.031054884362272012,0.010346632161239598,0.8220027053120789,0.48445319847573276,0.5155468015242672,0.08071097499896958,0.08255823103065396,0.08478393099580714,0.08674734308627897,0.07766968464254534,0.13328220801426846,0.13087665350647665,0.12721961113949093,0.09345566772872439,0.05524906731680753,0.03562618732100414,0.011820440218972906,0.09403368452234787,0.10434328433837314,0.2937086105621753,0.2141512412446357,0.032281325397475025,0.13871771185350623,0.050868087026973034,0.5981902059510112,0.3509417070220157,0.0,0.0,0.0,-0.07630522088353407,-0.07682347863616752,0.015226689478186417,-0.38392857142857145,0.0,-0.03844537815126059,-1.0,8.857142857142858,0.0,0.0,0.0,0.0,-0.0218252498940283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29639094900509594,0.0,0.0,0.0,0.0,0.0,0.0,-0.07078853046594982,-0.04032258064516132,0.07414104882459317,0.04761904761904763,-0.32180851063829785,-0.037109374999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.2459016393442623,0.2063492063492064,-0.24691358024691362,-0.2278481012658228,0.43333333333333335,0.41379310344827586,-1,-1,-1,-1,-1,-1
15836,48029.0,11-City: Large,-0.0144588758319192,0.0084820077101036,-0.8145304543480836,-0.4074074074074074,38065.8,36557.3,39486.9,608931,3034.44,416356,3603.85,662872,2003554.0,0.0,0.0,0.0,160795.0,163838.0,0.02337296623899331,0.0006867795926638364,0.02655680855120451,0.0007321988825856453,0.08286375111426994,0.0013845396730010771,0.11813108106894049,0.0018557024168053369,0.25065907881694227,0.0027680811198500265,0.31020925814827055,0.003106479785421306,0.33166463194902657,0.0031728618245377965,0.36909871244635195,0.5257510729613734,0.5717344753747323,0.7291064181673026,0.07516563416848761,0.024340831118754493,0.5872252478899539,0.4903506178368799,0.5096493821631202,0.07586251941219042,0.07599081627713988,0.07471367930332469,0.07736300956453128,0.07782662778105323,0.1476971004325354,0.1345682489752288,0.1324466853630189,0.10096205153685064,0.05612462990728219,0.033379345254444755,0.01306528619239981,0.11776211097809111,0.13515488618579116,0.23680679748608627,0.22413705329503672,0.032512714905301256,0.11206031553657146,0.08137468470534281,0.5561224489795918,0.36250286631506534,0.0,0.0,0.0,-0.05030858723796693,0.0025560435756515807,0.46489490480906803,0.446351931330472,-0.035765379113018574,-0.03174773485932284,2.2542918454935625,0.007704214451558373,-0.010260879755086594,0.0,0.0,0.06832813109637124,0.03732497399508766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02243433682607444,0.0,0.0,0.05538461538461533,0.00800000000000002,-0.13725490196078427,-0.11764705882352944,-0.2642140468227425,-0.2156521739130436,-0.15775401069518724,-0.06818181818181823,0.23529411764705893,-0.06756756756756745,0.08928571428571419,0.08928571428571419,0.20408163265306117,0.22916666666666666,0.06818181818181807,0.04444444444444441,0.2,0.17073170731707318,-0.3666666666666666,-0.19512195121951215,0.6785714285714284,1.0,0,0,0,1,1,1
