,Agency Name,County #,District #,FTE Teachers 2018-2019,Total Staff 2018-2019,Total Students 2018-2019,FTE Teachers 2020-2021,Total Staff 2020-2021,Total Students 2020-2021
0,A W BROWN LEADERSHIP ACADEMY,48113.0,57816,115.6,218.4,2084.0,76.79,170.87,1383.0
1,A+ ACADEMY,48113.0,57829,86.58,192.28,1409.0,92.87,213.39,1456.0
2,A+ ACADEMY,48113.0,57829,86.58,192.28,1409.0,92.87,213.39,1456.0
3,A+ ACADEMY,48113.0,57829,86.58,192.28,1409.0,92.87,213.39,1456.0
4,A+ ACADEMY,48113.0,57829,86.58,192.28,1409.0,92.87,213.39,1456.0
5,A+ ACADEMY,48113.0,57829,86.58,192.28,1409.0,92.87,213.39,1456.0
6,A+ ACADEMY,48113.0,57829,86.58,192.28,1409.0,92.87,213.39,1456.0
7,A+ ACADEMY,48113.0,57829,86.58,192.28,1409.0,92.87,213.39,1456.0
8,A+ ACADEMY,48113.0,57829,86.58,192.28,1409.0,92.87,213.39,1456.0
9,A+ ACADEMY,48113.0,57829,86.58,192.28,1409.0,92.87,213.39,1456.0
10,A+ ACADEMY,48113.0,57829,86.58,192.28,1409.0,92.87,213.39,1456.0
11,A+ ACADEMY,48113.0,57829,86.58,192.28,1409.0,92.87,213.39,1456.0
12,A+ ACADEMY,48113.0,57829,86.58,192.28,1409.0,92.87,213.39,1456.0
13,A+ ACADEMY,48113.0,57829,86.58,192.28,1409.0,92.87,213.39,1456.0
14,A+ ACADEMY,48113.0,57829,86.58,192.28,1409.0,92.87,213.39,1456.0
15,A+ ACADEMY,48113.0,57829,86.58,192.28,1409.0,92.87,213.39,1456.0
16,A+ ACADEMY,48113.0,57829,86.58,192.28,1409.0,92.87,213.39,1456.0
17,A+ UNLIMITED POTENTIAL,48201.0,101871,7.67,10.34,180.0,6.91,13.61,152.0
18,ABBOTT ISD,48217.0,109901,24.25,40.0,277.0,25.13,41.72,274.0
19,ABERNATHY ISD,48189.0,95901,68.0,124.97,780.0,72.55,124.29,810.0
20,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
21,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
22,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
23,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
24,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
25,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
26,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
27,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
28,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
29,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
30,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
31,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
32,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
33,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
34,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
35,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
36,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
37,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
38,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
39,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
40,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
41,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
42,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
43,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
44,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
45,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
46,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
47,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
48,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
49,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
50,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
51,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
52,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
53,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
54,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
55,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
56,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
57,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
58,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
59,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
60,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
61,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
62,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
63,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
64,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
65,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
66,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
67,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
68,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
69,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
70,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
71,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
72,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
73,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
74,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
75,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
76,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
77,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
78,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
79,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
80,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
81,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
82,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
83,ABILENE ISD,48441.0,221901,1090.71,2481.36,16645.0,1110.18,2543.38,15680.0
84,ACADEMY FOR ACADEMIC EXCELLENCE,48113.0,57814,54.96,93.57,505.0,56.0,95.0,308.0
85,ACADEMY ISD,48027.0,14901,113.6,214.33,1652.0,125.91,250.28,1726.0
86,ACADEMY ISD,48027.0,14901,113.6,214.33,1652.0,125.91,250.28,1726.0
87,ACADEMY OF ACCELERATED LEARNING INC,48201.0,101810,40.41,66.59,742.0,46.65,74.01,851.0
88,ACADEMY OF DALLAS,48113.0,57810,27.08,57.34,487.0,21.85,39.35,341.0
89,ACCELERATED INTERMEDIATE ACADEMY,48201.0,101849,19.0,24.0,248.0,14.99,18.99,235.0
90,ADRIAN ISD,48359.0,180903,18.15,30.97,117.0,17.22,32.48,122.0
91,ADVANTAGE ACADEMY,48113.0,57806,88.69,177.0,1689.0,57.3,128.6,1207.0
92,ADVANTAGE ACADEMY,48113.0,57806,88.69,177.0,1689.0,57.3,128.6,1207.0
93,ADVANTAGE ACADEMY,48113.0,57806,88.69,177.0,1689.0,57.3,128.6,1207.0
94,ADVANTAGE ACADEMY,48113.0,57806,88.69,177.0,1689.0,57.3,128.6,1207.0
95,ADVANTAGE ACADEMY,48113.0,57806,88.69,177.0,1689.0,57.3,128.6,1207.0
96,ADVANTAGE ACADEMY,48113.0,57806,88.69,177.0,1689.0,57.3,128.6,1207.0
97,ADVANTAGE ACADEMY,48113.0,57806,88.69,177.0,1689.0,57.3,128.6,1207.0
98,ADVANTAGE ACADEMY,48113.0,57806,88.69,177.0,1689.0,57.3,128.6,1207.0
99,ADVANTAGE ACADEMY,48113.0,57806,88.69,177.0,1689.0,57.3,128.6,1207.0
100,ADVANTAGE ACADEMY,48113.0,57806,88.69,177.0,1689.0,57.3,128.6,1207.0
101,ADVANTAGE ACADEMY,48113.0,57806,88.69,177.0,1689.0,57.3,128.6,1207.0
102,ADVANTAGE ACADEMY,48113.0,57806,88.69,177.0,1689.0,57.3,128.6,1207.0
103,ADVANTAGE ACADEMY,48113.0,57806,88.69,177.0,1689.0,57.3,128.6,1207.0
104,ADVANTAGE ACADEMY,48113.0,57806,88.69,177.0,1689.0,57.3,128.6,1207.0
105,ADVANTAGE ACADEMY,48113.0,57806,88.69,177.0,1689.0,57.3,128.6,1207.0
106,ADVANTAGE ACADEMY,48113.0,57806,88.69,177.0,1689.0,57.3,128.6,1207.0
107,AGUA DULCE ISD,48355.0,178901,32.95,56.0,346.0,33.5,63.47,406.0
108,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
109,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
110,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
111,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
112,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
113,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
114,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
115,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
116,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
117,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
118,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
119,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
120,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
121,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
122,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
123,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
124,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
125,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
126,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
127,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
128,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
129,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
130,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
131,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
132,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
133,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
134,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
135,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
136,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
137,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
138,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
139,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
140,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
141,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
142,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
143,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
144,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
145,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
146,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
147,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
148,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
149,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
150,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
151,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
152,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
153,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
154,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
155,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
156,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
157,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
158,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
159,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
160,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
161,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
162,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
163,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
164,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
165,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
166,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
167,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
168,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
169,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
170,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
171,ALAMO HEIGHTS ISD,48029.0,15901,344.53,602.95,4864.0,354.58,630.33,4846.0
172,ALBA-GOLDEN ISD,48499.0,250906,79.4,140.64,900.0,82.71,146.34,861.0
173,ALBANY ISD,48417.0,209901,44.85,83.41,495.0,43.22,77.97,503.0
174,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
175,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
176,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
177,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
178,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
179,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
180,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
181,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
182,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
183,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
184,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
185,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
186,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
187,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
188,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
189,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
190,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
191,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
192,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
193,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
194,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
195,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
196,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
197,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
198,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
199,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
200,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
201,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
202,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
203,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
204,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
205,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
206,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
207,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
208,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
209,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
210,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
211,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
212,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
213,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
214,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
215,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
216,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
217,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
218,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
219,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
220,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
221,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
222,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
223,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
224,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
225,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
226,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
227,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
228,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
229,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
230,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
231,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
232,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
233,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
234,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
235,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
236,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
237,ALDINE ISD,48201.0,101902,4128.18,9075.37,66854.0,4243.82,9204.84,63302.0
238,ALEDO ISD,48367.0,184907,354.71,655.06,6129.0,407.3,719.74,6723.0
239,ALICE ISD,48249.0,125901,302.04,717.53,4940.0,307.11,727.45,4676.0
240,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
241,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
242,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
243,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
244,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
245,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
246,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
247,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
248,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
249,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
250,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
251,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
252,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
253,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
254,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
255,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
256,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
257,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
258,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
259,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
260,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
261,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
262,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
263,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
264,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
265,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
266,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
267,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
268,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
269,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
270,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
271,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
272,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
273,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
274,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
275,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
276,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
277,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
278,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
279,ALIEF ISD,48201.0,101903,3259.99,6350.39,45436.0,3276.07,6461.03,41724.0
