,Agency Name,County #,District #,FTE Teachers 2018-2019,Total Staff 2018-2019,Total Students 2018-2019,FTE Teachers 2020-2021,Total Staff 2020-2021,Total Students 2020-2021
10507,MIDLOTHIAN ISD,48139.0,70908,575.57,1070.2,9389.0,614.21,1186.08,9838.0
10508,MIDLOTHIAN ISD,48139.0,70908,575.57,1070.2,9389.0,614.21,1186.08,9838.0
10509,MIDLOTHIAN ISD,48139.0,70908,575.57,1070.2,9389.0,614.21,1186.08,9838.0
10510,MIDLOTHIAN ISD,48139.0,70908,575.57,1070.2,9389.0,614.21,1186.08,9838.0
10511,MIDLOTHIAN ISD,48139.0,70908,575.57,1070.2,9389.0,614.21,1186.08,9838.0
10512,MIDLOTHIAN ISD,48139.0,70908,575.57,1070.2,9389.0,614.21,1186.08,9838.0
10513,MIDLOTHIAN ISD,48139.0,70908,575.57,1070.2,9389.0,614.21,1186.08,9838.0
10514,MIDLOTHIAN ISD,48139.0,70908,575.57,1070.2,9389.0,614.21,1186.08,9838.0
10515,MIDLOTHIAN ISD,48139.0,70908,575.57,1070.2,9389.0,614.21,1186.08,9838.0
10516,MIDLOTHIAN ISD,48139.0,70908,575.57,1070.2,9389.0,614.21,1186.08,9838.0
10517,MIDLOTHIAN ISD,48139.0,70908,575.57,1070.2,9389.0,614.21,1186.08,9838.0
10518,MIDWAY ISD,48077.0,39905,16.13,28.62,132.0,17.76,30.8,132.0
10519,MIDWAY ISD,48309.0,161903,506.14,1060.96,8302.0,548.37,1110.25,8253.0
10520,MIDWAY ISD,48309.0,161903,506.14,1060.96,8302.0,548.37,1110.25,8253.0
10521,MIDWAY ISD,48309.0,161903,506.14,1060.96,8302.0,548.37,1110.25,8253.0
10522,MIDWAY ISD,48309.0,161903,506.14,1060.96,8302.0,548.37,1110.25,8253.0
10523,MILANO ISD,48331.0,166903,42.98,78.26,465.0,39.89,76.64,396.0
10524,MILDRED ISD,48349.0,175910,58.68,104.93,734.0,56.29,109.35,755.0
10525,MILES ISD,48399.0,200902,41.86,75.23,435.0,40.81,76.99,468.0
10526,MILES ISD,48399.0,200902,41.86,75.23,435.0,40.81,76.99,468.0
10527,MILFORD ISD,48139.0,70909,23.34,44.18,266.0,24.58,44.63,245.0
10528,MILLER GROVE ISD,48223.0,112907,29.07,46.93,334.0,30.08,51.0,306.0
10529,MILLSAP ISD,48367.0,184904,77.04,148.54,1018.0,83.46,163.24,1029.0
10530,MINEOLA ISD,48499.0,250903,131.76,258.02,1637.0,139.36,276.55,1591.0
10531,MINEOLA ISD,48499.0,250903,131.76,258.02,1637.0,139.36,276.55,1591.0
10532,MINEOLA ISD,48499.0,250903,131.76,258.02,1637.0,139.36,276.55,1591.0
10533,MINEOLA ISD,48499.0,250903,131.76,258.02,1637.0,139.36,276.55,1591.0
10534,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
10535,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
10536,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
10537,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
10538,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
10539,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
10540,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
10541,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
10542,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
10543,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
10544,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
10545,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
10546,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
10547,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
10548,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
10549,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
10550,MINERAL WELLS ISD,48363.0,182903,227.69,484.4,3281.0,232.35,496.24,3116.0
