District #,Grade,Subject,Group,District,County #,County,% Operational Schools 2019,% Operational Schools 2021,% County Infected 09/28/20,% County Deaths 09/28/20,% On Campus 09/28/20,% County Infected 10/30/20,% County Deaths 10/30/20,% On Campus 10/30/20,% County Infected 01/29/21,% County Deaths 01/29/21,% On Campus 01/29/21,% Average Daily Attendance 2019,% Average Daily Attendance 2021,Teachers:Students 2019,Teachers:Students 2021,% School-Wide Title 1 2019,% School-Wide Title 1 2021,% Title 1 Eligible 2019,% Title 1 Eligible 2021,% Not Title 1 2019,% Grade 2019,% Group 2019,% Tested 2019,% Grade 2021,% Group 2021,% Tested 2021,% Loss
227824.0,3,Reading,All,PROMESA PUBLIC SCHOOLS,48453.0,TRAVIS COUNTY,1.0,,0.022961582600313668,0.00034302651430114433,0.0,0.02507390376732598,0.000360295583670996,0.25832492431886983,0.053036451865608965,0.0006405254820817706,0.470917225950783,0.5708486017357763,,0.0623625843780135,,0.0,,0.0,,4.0,0.055930568948891035,0.048216007714561235,1.0,,,1.0,0.022221913623107895
227803.0,3,Reading,All,WAYSIDE SCHOOLS,48453.0,TRAVIS COUNTY,1.0,,0.022961582600313668,0.00034302651430114433,0.19834710743801653,0.02507390376732598,0.000360295583670996,0.3563034188034188,0.053036451865608965,0.0006405254820817706,0.4090909090909091,0.8603054892601432,,0.07497852028639619,,0.25,,0.25,,3.0,0.09689737470167065,0.079236276849642,1.0,,,1.0,0.017849849577798626
227825.0,3,Math,All,AUSTIN ACHIEVE PUBLIC SCHOOLS,48453.0,TRAVIS COUNTY,1.0,,0.022961582600313668,0.00034302651430114433,0.0023062730627306273,0.02507390376732598,0.000360295583670996,0.17348837209302326,0.053036451865608965,0.0006405254820817706,0.3526413345690454,0.4975064267352185,,0.06287275064267352,,0.5,,0.5,,1.0,0.06619537275064268,0.06298200514138817,1.0,,,1.0,-2.4294317559128927e-05
227901.0,3,Math,All,AUSTIN ISD,48453.0,TRAVIS COUNTY,0.9774436090225563,,0.022961582600313668,0.00034302651430114433,0.00428519937524196,0.02507390376732598,0.000360295583670996,0.23820440368928933,0.053036451865608965,0.0006405254820817706,0.0,0.9234591163534586,,0.06921756297481008,,0.007518796992481203,,0.007518796992481203,,132.0,0.07534486205517793,0.07123400639744103,1.0,,,1.0,0.08582978148518028
227910.0,3,Math,All,DEL VALLE ISD,48453.0,TRAVIS COUNTY,1.0,,0.022961582600313668,0.00034302651430114433,0.00631003955547184,0.02507390376732598,0.000360295583670996,0.44424679337140716,0.053036451865608965,0.0006405254820817706,0.2975080844588168,0.9373192272309108,,0.07469641214351426,,0.06666666666666667,,0.06666666666666667,,14.0,0.06936522539098436,0.062465501379944804,1.0,,,1.0,0.07924074695292392
227909.0,3,Math,All,EANES ISD,48453.0,TRAVIS COUNTY,0.9166666666666666,,0.022961582600313668,0.00034302651430114433,0.4745933677972513,0.02507390376732598,0.000360295583670996,0.573474001507159,0.053036451865608965,0.0006405254820817706,0.36063936063936064,0.9514473684210526,,0.0737444663059518,,0.0,,0.0,,12.0,0.06898671913428431,0.06935563207083129,1.0,,,1.0,0.05624275690851521
227816.0,3,Math,All,HARMONY PUBLIC SCHOOLS - CENTRAL T,48453.0,TRAVIS COUNTY,1.0,,0.022961582600313668,0.00034302651430114433,0.06354810238305383,0.02507390376732598,0.000360295583670996,0.14418398938522778,0.053036451865608965,0.0006405254820817706,0.1578125,0.9220347826086956,,0.06565465838509317,,0.14285714285714285,,0.14285714285714285,,6.0,0.07875776397515528,0.07925465838509317,1.0,,,1.0,0.0626404970946261
227912.0,3,Math,All,LAGO VISTA ISD,48453.0,TRAVIS COUNTY,0.8,,0.022961582600313668,0.00034302651430114433,0.5562539283469516,0.02507390376732598,0.000360295583670996,0.6594427244582043,0.053036451865608965,0.0006405254820817706,0.6820987654320988,0.9140392156862746,,0.06103921568627451,,0.0,,0.2,,4.0,0.06470588235294118,0.06666666666666667,1.0,,,1.0,0.07079577124885171
227913.0,3,Math,All,LAKE TRAVIS ISD,48453.0,TRAVIS COUNTY,0.75,,0.022961582600313668,0.00034302651430114433,0.6439055520102106,0.02507390376732598,0.000360295583670996,0.6426560087201381,0.053036451865608965,0.0006405254820817706,0.6982805429864254,0.9132985658409387,,0.05611473272490221,,0.0,,0.0,,12.0,0.07133544421680015,0.07226671633451294,1.0,,,1.0,0.0526582946207075
227907.0,3,Math,All,MANOR ISD,48453.0,TRAVIS COUNTY,0.9411764705882353,,0.022961582600313668,0.00034302651430114433,0.0028239383078092757,0.02507390376732598,0.000360295583670996,0.38876936316695354,0.053036451865608965,0.0006405254820817706,0.3410727722240138,0.8732114551410759,,0.06618091514318926,,0.058823529411764705,,0.058823529411764705,,16.0,0.07217584275599705,0.06572968403254782,1.0,,,1.0,0.09620492628175156
227804.0,3,Math,All,NYOS CHARTER SCHOOL,48453.0,TRAVIS COUNTY,1.0,,0.022961582600313668,0.00034302651430114433,0.017757009345794394,0.02507390376732598,0.000360295583670996,0.21985157699443414,0.053036451865608965,0.0006405254820817706,0.25812441968430827,0.9024090462143559,,0.08182890855457227,,0.5,,0.5,,1.0,0.07177974434611603,0.07177974434611603,1.0,,,1.0,0.04105356915638129
227904.0,3,Math,All,PFLUGERVILLE ISD,48453.0,TRAVIS COUNTY,1.0,,0.022961582600313668,0.00034302651430114433,0.25811425182842457,0.02507390376732598,0.000360295583670996,0.4274588078744472,0.053036451865608965,0.0006405254820817706,0.49192410224243377,0.931248966738831,,0.07161031293052549,,0.0,,0.0,,32.0,0.07549694941940563,0.07498523912615628,1.0,,,1.0,0.056117788900661304
227824.0,3,Math,All,PROMESA PUBLIC SCHOOLS,48453.0,TRAVIS COUNTY,1.0,,0.022961582600313668,0.00034302651430114433,0.0,0.02507390376732598,0.000360295583670996,0.25832492431886983,0.053036451865608965,0.0006405254820817706,0.470917225950783,0.5708486017357763,,0.0623625843780135,,0.0,,0.0,,4.0,0.055930568948891035,0.048216007714561235,1.0,,,1.0,0.049080265238742524
